,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,CFID,CFPARAMS,BEST EFF,star
418,2585,Zaza Pachulia,1610612753,ORL,20,59,13,46,0.22,11.2,1.2,3,0.389,0,0,0,1,1.5,0.644,1.2,1.8,2.9,0.2,0.6,0.4,0.2,0.4,1.5,0,3.3,-1.1,8.3,0,0,23,38,7,61,38,40,42,44,41,55,41,21,16,46,20,25,23,56,48,37,28,24,33,2,40,38,34,24,2,5,"25,851,610,612,753",66,0
419,2766,Antonio Burks,1610612763,MEM,25,24,10,14,0.417,9.1,1.2,2.5,0.467,0.1,0.5,0.273,0.6,0.8,0.737,0,0.5,0.5,1.2,0.5,0.5,0,0.3,1,0,3,-1.4,6.6,0,0,45,43,42,38,48,39,48,19,28,29,24,42,44,21,63,54,60,21,43,26,51,34,48,1,41,44,46,23,2,5,"27,661,610,612,763",,0
421,202178,Sundiata Gaines,1610612762,UTA,24,32,21,11,0.656,6.8,1.2,2.6,0.463,0.2,0.8,0.269,0.7,1.4,0.5,0.2,0.7,0.9,1.2,0.4,0.4,0,0.1,0.5,1,3.3,0.4,6.9,0,0,40,33,44,9,47,40,43,21,30,29,34,36,23,51,50,47,49,20,42,31,50,47,49,29,37,12,42,22,5,5,"2,021,781,610,612,760",181,0
422,101144,Von Wafer,1610612747,LAL,20,16,6,10,0.375,4.5,0.4,2.4,0.158,0.1,1.1,0.118,0.4,0.5,0.75,0.3,0.2,0.5,0.3,0.1,0.2,0,0.3,0.8,0.5,1.3,-1.6,2.7,0,0,65,71,55,59,77,76,51,82,37,24,51,59,63,34,59,80,78,64,81,58,63,40,66,55,75,62,76,23,2,5,"1,011,441,610,612,740",,0
423,2264,Alvin Jones,1610612755,PHI,23,23,17,6,0.739,5.4,0.3,0.9,0.4,0,0,0,0.4,0.9,0.5,0.6,1,1.6,0.1,0.5,0.1,0.4,0,1.5,0,1.1,-0.5,4.3,0,0,46,34,59,2,61,66,68,41,34,51,34,48,40,60,42,42,45,62,48,55,25,65,29,4,66,27,55,23,2,5,"22,641,610,612,755",,0
424,2416,Kareem Rush,1610612747,LAL,22,76,47,29,0.618,11.5,1.3,3.2,0.393,0.3,0.9,0.279,0.2,0.3,0.696,0.3,0.9,1.2,0.9,0.8,0.1,0.1,0.1,0.9,0,3,-1.2,5.8,0,0,9,2,26,10,33,35,34,31,22,22,32,50,52,33,38,39,39,26,29,56,35,49,46,11,40,40,44,16,2,5,"24,161,610,612,747",190,0
425,201958,Rodrigue Beaubois,1610612742,DAL,22,56,36,20,0.643,12.5,2.8,5.3,0.518,0.8,2,0.409,0.8,0.9,0.808,0.2,1.2,1.4,1.3,1,0.5,0.2,0.2,1.5,0.8,7.1,1,12,0,0,31,13,36,13,34,23,26,7,14,16,7,35,37,15,48,38,39,18,25,22,25,42,28,36,24,7,27,22,5,5,"2,019,581,610,612,740",,0
426,2067,Eddie House,1610612748,MIA,23,50,30,20,0.6,10.9,2.1,4.9,0.421,0.4,1.1,0.345,0.5,0.7,0.686,0.1,0.7,0.8,1,0.7,0.3,0,0.1,1.2,0,5,-0.1,7.7,0,0,26,11,29,18,32,16,20,28,10,12,12,43,46,32,62,53,57,18,32,34,56,52,43,1,21,17,31,11,2,5,"20,671,610,612,748",154,0
427,2682,Alex Garcia,1610612759,SAS,24,2,2,0,1,6.3,0.5,3.5,0.143,0,0,0,0.5,1,0.5,0,0,0,0,0.5,1,0,0.5,0,0,1.5,1.5,4,0,0,64,58,67,1,55,57,31,66,41,55,41,41,34,54,62,65,66,62,52,10,55,15,65,5,57,7,56,24,2,5,"26,821,610,612,759",,0
429,2772,Trevor Ariza,1610612752,NYK,20,80,33,47,0.413,17.3,2.2,4.9,0.442,0,0.2,0.231,1.5,2.2,0.695,1.1,1.9,3,1.1,0.9,0.9,0.2,0.4,1.9,0,5.9,-0.3,13.5,1,0,8,15,9,40,20,21,21,26,36,37,37,11,11,30,17,23,19,22,24,10,31,26,27,1,21,22,20,14,2,5,"27,721,610,612,752",54,0
430,1898,Cal Bowdler,1610612737,ATL,23,46,13,33,0.283,9.1,1.1,2.5,0.426,0,0,0,0.5,0.8,0.632,0.5,1.4,1.8,0.3,0.5,0.3,0.2,0.2,1,0,2.7,-2,6.4,0,0,28,36,16,49,40,34,40,19,34,45,34,38,42,40,43,28,33,45,44,33,26,41,43,43,37,46,40,18,4,5,"18,981,610,612,737",,0
431,201947,Earl Clark,1610612756,PHX,22,51,36,15,0.706,7.5,1.1,3,0.371,0,0.1,0.4,0.5,0.7,0.722,0.4,0.9,1.2,0.4,0.5,0.1,0.3,0.3,0.5,0.5,2.7,-0.7,5.5,0,0,35,13,41,6,46,43,40,50,39,42,8,44,44,28,39,42,43,42,40,51,15,32,51,46,44,28,45,22,5,5,"2,019,471,610,612,750",,0
432,201946,Tyler Hansbrough,1610612754,IND,24,29,11,18,0.379,17.6,2.8,7.8,0.36,0,0.1,0,2.9,3.9,0.743,2.1,2.7,4.8,1,0.7,0.6,0.3,1.1,2.4,2.9,8.5,-2,17.5,3,0,42,44,37,39,23,22,10,52,42,40,42,2,2,26,4,12,6,24,31,19,13,3,8,2,16,40,15,10,5,5,"2,019,461,610,612,750",125,0
433,201208,Darryl Watkins,1610612758,SAC,23,9,2,7,0.222,7.9,0.6,1.7,0.333,0,0,0,0.2,0.6,0.4,0.6,0.8,1.3,0,0.8,0.2,0.2,0.1,0.9,0.6,1.3,-1.9,3.5,0,0,51,56,47,57,46,53,52,53,38,48,38,54,50,58,36,49,43,60,27,42,27,59,44,45,56,42,55,20,1,5,"2,012,081,610,612,750",,0
434,2591,James Lang,1610612764,WAS,23,11,7,4,0.636,5,0.4,0.8,0.444,0,0,0,0.3,0.5,0.6,0.5,0.5,1,0.2,0.2,0,0.3,0.2,1.3,0.4,1,0,3.1,0,0,64,56,70,11,70,74,77,31,49,60,49,64,63,54,48,70,58,60,74,72,21,46,40,73,72,21,69,23,1,5,"25,911,610,612,764",,0
435,1612,Chris Garner,1610612761,TOR,23,38,7,31,0.184,7.6,0.6,1.8,0.329,0.1,0.4,0.286,0.1,0.2,0.429,0.2,0.4,0.6,1.2,0.7,0.6,0.1,0.1,1.3,0,1.4,-2.5,5.2,0,0,32,44,23,55,43,52,49,56,25,29,25,58,58,58,57,52,57,20,41,22,45,52,35,19,56,48,44,18,1,5,"16,121,610,612,761",,0
436,201043,Randolph Morris,1610612752,NYK,21,5,1,4,0.2,8.7,0.2,1.2,0.167,0,0,0,0.4,1.2,0.333,0.2,1.6,1.8,0.2,0.4,0.4,0.2,0,0.8,0.8,0.8,-2.4,4.7,0,0,74,72,70,69,50,76,71,76,49,60,49,56,32,73,65,28,38,57,64,30,28,71,57,42,75,66,57,23,1,5,"2,010,431,610,612,750",,0
437,201974,Derrick Brown,1610612766,CHA,22,57,34,23,0.596,9.4,1.2,2.6,0.463,0,0.1,0.286,0.8,1.3,0.667,0.5,0.8,1.4,0.3,0.3,0.4,0.2,0.4,0.9,0.9,3.3,-0.2,6.7,0,0,30,16,33,18,43,39,42,22,40,41,32,29,27,38,32,43,40,44,48,32,28,20,42,32,38,20,43,22,5,5,"2,019,741,610,612,760",139,0
438,200776,Mardy Collins,1610612752,NYK,22,52,19,33,0.365,14.9,1.7,4.4,0.382,0.3,0.9,0.277,0.9,1.6,0.585,0.5,1.5,2,1.6,1.1,0.6,0.1,0.3,1.4,1,4.5,-1.9,10.2,3,0,31,34,22,48,27,29,25,52,29,29,37,26,21,59,41,31,32,11,13,15,54,26,33,32,30,58,28,7,1,5,"2,007,761,610,612,750",,0
439,1952,Raja Bell,1610612755,PHI,24,5,3,2,0.6,6,0.4,1.4,0.286,0.2,0.6,0.333,0,0,0,0,0.2,0.2,0,0.4,0.2,0,0,0.2,0,1,1.4,1.4,0,0,61,55,58,18,55,61,57,58,17,18,14,60,63,60,63,64,66,64,51,43,56,63,66,1,61,5,66,11,2,5,"19,521,610,612,755",78,0
440,101190,Matt Walsh,1610612748,MIA,23,2,2,0,1,1.7,0.5,0.5,1,0,0,0,0,1,0,0,0,0,0,0.5,0,0,0,0,1,1,-6.5,0.5,0,0,82,79,83,1,83,74,81,1,53,61,53,77,41,77,81,82,83,79,53,78,63,78,83,29,77,83,83,23,2,5,"1,011,901,610,612,740",,0
441,101181,Jose Calderon,1610612761,TOR,24,64,18,46,0.281,23.2,2.1,4.9,0.423,0.1,0.7,0.163,1.2,1.4,0.848,0.5,1.7,2.2,4.5,1.6,0.7,0.1,0.5,1.5,1.5,5.5,-1.7,15.4,2,0,22,36,11,76,9,25,23,39,40,32,48,18,23,14,39,22,25,3,6,11,54,19,37,16,25,66,13,13,2,5,"1,011,811,610,612,760",35,0
442,2454,Junior Harrington,1610612743,DEN,22,82,17,65,0.207,24.4,2.1,5.7,0.362,0.1,0.3,0.25,0.9,1.4,0.652,0.5,2.5,3,3.4,1.9,1,0.2,0.5,3,0,5.1,-3.6,15.4,1,0,1,33,1,55,10,18,18,44,37,35,34,23,23,42,26,11,14,2,8,6,30,15,3,11,21,58,15,10,2,5,"24,541,610,612,743",171,0
444,2770,Justin Reed,1610612738,BOS,23,23,9,14,0.391,5,0.7,1.3,0.517,0,0.1,0,0.5,0.7,0.733,0.3,0.3,0.7,0.4,0.2,0.1,0,0,0.5,0,1.8,0.6,3.6,0,0,46,45,42,45,55,56,58,10,40,39,40,49,48,24,44,59,54,45,62,54,50,58,58,1,56,14,56,23,2,5,"27,701,610,612,738",179,0
446,2427,Roger Mason Jr.,1610612741,CHI,22,17,3,14,0.176,6.7,0.6,1.8,0.355,0.4,1.1,0.333,0.1,0.1,1,0.1,0.6,0.7,0.7,0.3,0.2,0,0,1.2,0,1.8,-0.2,4.1,0,0,50,58,44,58,48,52,53,46,18,19,15,58,58,1,58,51,57,35,59,44,57,61,40,11,52,23,50,16,2,5,"24,271,610,612,741",135,0
447,1869,Charles R. Jones,1610612741,CHI,23,29,5,24,0.172,16.4,1.3,4.2,0.317,0.7,2.1,0.311,0.4,0.8,0.5,0.3,1.1,1.4,1.4,1,0.6,0.2,0.3,1,0,3.7,-4,9,0,0,28,46,12,56,17,36,26,57,10,8,17,50,46,48,48,30,38,16,19,14,26,39,36,12,35,60,27,16,1,5,"18,691,610,612,741",,0
448,1682,Reggie Hanson,1610612738,BOS,29,8,5,3,0.625,3,0.4,0.8,0.5,0,0,0,0,0,0,0.4,0.4,0.8,0.1,0.4,0.3,0.1,0.1,1,0.1,0.8,0.1,2.6,0,0,57,53,58,13,61,59,62,4,40,53,40,59,59,59,42,57,52,59,52,45,42,53,43,1,61,16,61,18,1,5,"16,821,610,612,738",,0
449,1578,Shea Seals,1610612747,LAL,22,4,3,1,0.75,2,0.3,2,0.125,0,0.8,0,0.5,1,0.5,0.8,0.3,1,0,0,0.3,0,0.5,0.3,0,1,-1,3,0,0,62,58,61,8,64,61,47,62,40,19,40,44,39,53,25,60,46,61,63,45,58,17,63,19,60,36,60,18,1,5,"15,781,610,612,747",,0
451,200841,Cedric Bozeman,1610612737,ATL,24,23,9,14,0.391,8.7,0.5,1.7,0.282,0.1,0.6,0.154,0.1,0.3,0.333,0.1,0.9,1,0.4,0.4,0.2,0.1,0.3,1.4,0.4,1.1,-1.2,3.4,0,0,54,50,51,40,51,72,61,72,41,36,47,72,71,73,72,50,58,46,67,49,49,30,36,66,71,44,67,23,1,5,"2,008,411,610,612,730",,0
452,2443,Darius Songaila,1610612758,SAC,26,73,49,24,0.671,13.3,1.8,3.7,0.487,0,0,0,1,1.2,0.807,1.2,1.8,3.1,0.7,0.6,0.6,0.2,0.5,1.7,0,4.6,1.6,10.9,4,0,13,2,34,7,29,25,29,8,41,55,41,23,27,12,16,23,22,34,45,23,32,14,26,5,23,6,26,7,2,5,"24,431,610,612,758",125,0
453,1924,Lee Nailon,1610612766,CHH,26,42,23,19,0.548,11.1,1.6,3.2,0.485,0,0,0,0.8,1,0.744,0.7,1.5,2.2,0.6,0.6,0.2,0.1,0.2,1.4,0,3.9,0.7,7.7,0,0,30,20,32,27,30,32,33,11,33,48,33,29,33,17,26,22,26,32,39,41,41,50,31,1,31,8,30,11,2,5,"19,241,610,612,766",103,0
454,101120,Antoine Wright,1610612751,NJN,22,39,24,15,0.615,9.5,0.7,2.1,0.358,0,0.4,0.067,0.3,0.6,0.5,0.2,0.6,0.8,0.3,0.5,0.1,0.1,0.2,1.1,0.5,1.8,-1.9,3.2,0,0,36,26,42,16,42,64,59,71,52,41,52,64,60,68,69,68,70,60,51,72,52,50,56,61,66,70,73,23,2,5,"1,011,201,610,612,750",,0
455,2064,Khalid El-Amin,1610612741,CHI,22,50,7,43,0.14,18.7,2.3,6.2,0.37,0.6,1.7,0.333,1.1,1.4,0.778,0.4,1.2,1.6,2.9,1.1,1,0,0.4,2,0,6.3,-3.6,14.5,0,0,26,44,12,63,14,14,12,47,8,8,14,18,22,13,44,32,36,3,18,5,51,23,18,1,12,56,11,11,2,5,"20,641,610,612,741",,0
456,1501,Tim Thomas,1610612755,PHI,21,77,27,50,0.351,23.1,4,8.9,0.447,0.8,2.2,0.363,2.2,3,0.74,1.4,2.4,3.7,1.2,1.5,0.7,0.2,0.6,2.4,0,11,-1.3,18.4,0,0,9,12,11,40,14,8,8,18,3,3,8,10,11,23,10,13,13,22,15,16,24,11,13,19,9,41,15,18,1,5,"15,011,610,612,755",93,0
457,1591,Alvin Sims,1610612756,PHX,24,4,2,2,0.5,6.3,1,2.5,0.4,0.3,0.3,1,0.5,1.3,0.4,0.8,0.3,1,1.3,1.5,0.5,0,0.5,0.5,0,2.8,-3,5.8,0,0,54,53,51,30,45,41,43,37,18,33,1,45,35,56,29,57,48,19,9,21,47,12,59,12,42,53,43,16,1,5,"15,911,610,612,756",,0
459,2624,Quinton Ross,1610612746,LAC,24,78,36,42,0.462,21,2.1,4.8,0.432,0,0.1,0.25,0.9,1.4,0.673,0.8,1.9,2.7,1.4,0.7,0.7,0.3,0.4,2.1,0,5.1,-2.7,12.5,0,0,12,11,13,32,13,24,24,32,39,44,33,22,22,36,25,22,24,18,32,18,25,21,22,1,24,57,24,23,2,5,"26,241,610,612,746",177,0
460,2565,Zoran Planinic,1610612751,NJN,21,49,31,18,0.633,9.5,1.1,2.6,0.411,0.2,0.7,0.281,0.8,1.2,0.633,0.3,0.8,1.1,1.4,0.7,0.3,0.1,0.2,1.4,0,3.1,-1.6,6.8,0,0,30,14,39,14,46,43,47,34,25,27,29,29,25,48,50,52,51,18,36,45,46,46,34,5,42,47,42,24,2,5,"25,651,610,612,751",,0
461,2735,Josh Childress,1610612737,ATL,22,80,12,68,0.15,29.6,3.8,8,0.47,0.2,0.7,0.232,2.4,2.9,0.823,2.4,3.6,6,1.9,1.3,0.9,0.4,0.9,2.3,0,10.1,-5.5,22.9,12,0,8,37,1,64,4,6,7,18,25,23,36,5,6,9,3,7,4,9,15,9,13,4,17,1,6,70,6,3,2,5,"27,351,610,612,737",62,0
462,1922,Francisco Elson,1610612743,DEN,28,62,36,26,0.581,14.1,1.5,3.2,0.472,0,0,0,0.5,0.7,0.667,1,2.2,3.3,0.5,0.6,0.6,0.6,0.3,2.3,0,3.5,-0.6,11.2,1,0,21,8,31,16,27,33,37,12,41,54,41,46,44,40,21,18,19,40,49,24,7,39,13,5,37,33,24,14,2,5,"19,221,610,612,743",140,0
463,2753,Delonte West,1610612738,BOS,21,39,23,16,0.59,12.9,1.7,4,0.426,0.6,1.7,0.358,0.5,0.7,0.704,0.4,1.3,1.7,1.4,0.6,0.5,0.2,0.2,1.8,0,4.5,0.2,10.1,0,0,31,20,39,18,34,29,29,36,6,13,13,48,45,27,43,36,37,19,39,27,32,52,31,1,28,19,29,23,2,5,"27,531,610,612,738",59,0
464,1714,Robert Traylor,1610612749,MIL,22,49,27,22,0.551,16,2.2,4.1,0.537,0,0,0,0.9,1.6,0.538,1.6,2.1,3.7,0.8,0.9,0.9,0.9,0.5,2.9,0,5.3,1.4,15.4,0,0,9,6,14,20,18,18,27,9,37,44,37,33,21,46,8,17,9,25,28,7,7,16,6,9,21,10,15,16,1,5,"17,141,610,612,749",149,0
465,1886,Jonathan Bender,1610612754,IND,19,24,19,5,0.792,5.5,1,2.9,0.329,0.1,0.5,0.167,0.7,1,0.667,0.2,0.7,0.9,0.1,0.3,0,0.2,0.2,0.8,0.1,2.7,-0.1,4.4,0,0,40,24,47,8,55,38,35,52,28,30,31,32,35,33,53,48,53,55,52,56,22,44,53,36,36,20,50,18,4,5,"18,861,610,612,754",169,0
466,2804,Andres Nocioni,1610612741,CHI,25,81,47,34,0.58,23.4,3,7.4,0.401,0.3,1.2,0.258,2.1,2.7,0.766,0.9,3.9,4.8,1.5,1.7,0.5,0.4,0.5,2.6,0,8.4,-2.2,17.3,3,0,7,4,20,20,12,12,10,41,21,18,31,7,7,14,24,5,8,15,9,33,15,16,12,1,11,53,12,8,2,5,"28,041,610,612,741",71,0
467,2056,Primoz Brezec,1610612754,IND,22,22,10,12,0.455,7.3,0.6,1.3,0.483,0,0,0,0.7,1.1,0.6,0.7,0.5,1.3,0.3,0.3,0,0.3,0.2,1.3,0,2,-0.8,4.6,0,0,47,45,42,36,50,57,64,12,34,51,34,37,33,53,35,61,49,56,58,61,30,49,36,16,53,31,54,23,2,5,"20,561,610,612,754",63,0
468,2434,Juan Carlos Navarro,1610612763,MEM,28,82,22,60,0.268,25.8,3.8,9.3,0.402,1.9,5.3,0.361,1.5,1.8,0.849,0.4,2.1,2.6,2.2,1.6,0.6,0,0.3,1.1,1.9,10.9,-3.6,17.4,1,0,1,25,3,50,9,6,4,39,1,1,5,13,18,6,41,21,31,5,6,14,50,33,34,12,3,54,12,13,1,5,"24,341,610,612,763",169,0
469,200761,Shawne Williams,1610612754,IND,21,46,19,27,0.413,12.1,1.6,3.5,0.469,0.4,1.1,0.365,0.2,0.4,0.55,0.7,1.1,1.8,0.5,0.5,0.1,0.2,0.2,1.5,0.6,3.9,-2.8,7.2,0,0,36,34,35,36,36,31,34,21,19,22,16,66,64,63,25,40,37,43,48,61,30,53,30,54,38,70,44,23,1,5,"2,007,611,610,612,750",248,0
470,200816,Jorge Garbajosa,1610612761,TOR,29,67,36,31,0.537,28.5,3.3,7.9,0.42,1,2.9,0.342,0.9,1.2,0.731,0.7,4.2,4.9,1.9,1,1.2,0.2,0.2,1.3,1.8,8.5,1.4,20.4,3,0,15,6,23,23,3,8,7,43,5,3,23,33,36,26,26,1,5,9,18,5,26,34,38,13,8,6,3,7,1,5,"2,008,161,610,612,760",,0
471,201970,Sam Young,1610612763,MEM,25,80,39,41,0.488,16.5,2.8,6.2,0.451,0.1,0.7,0.196,1.7,2.2,0.777,1,1.6,2.5,0.7,1.2,0.4,0.3,0.7,1.3,1.8,7.4,-2.9,12.3,0,0,7,10,11,25,25,21,20,28,34,32,40,12,15,18,14,30,27,31,14,28,16,9,31,17,21,51,26,22,5,5,"2,019,701,610,612,760",179,0
472,1852,Jeff Sheppard,1610612737,ATL,24,17,9,8,0.529,10.8,0.9,2.3,0.385,0.1,0.4,0.286,0.5,0.8,0.615,0.4,0.9,1.3,0.9,0.4,0.2,0,0.2,0.7,0,2.4,-0.2,5.4,0,0,44,29,44,26,34,46,46,40,26,27,22,46,44,36,43,37,42,21,53,45,47,43,51,12,47,23,44,16,1,5,"18,521,610,612,737",,0
473,101213,Sharrod Ford,1610612756,PHX,24,3,3,0,1,4.3,0.7,1,0.667,0,0,0,0,0,0,0.3,0.7,1,0,0.7,0,0.3,0.3,2.3,0.7,1.3,-3.7,2.9,0,0,80,76,83,1,78,68,77,4,53,61,53,77,78,77,57,65,64,79,37,78,16,27,13,46,74,75,75,23,2,5,"1,012,131,610,612,750",,0
474,2256,Ken Johnson,1610612748,MIA,25,16,5,11,0.313,9.7,0.9,2.3,0.405,0,0,0,0.1,0.4,0.333,0.3,1.8,2,0,0.4,0.1,0.8,0.2,1.3,0,2,-0.9,6.5,0,0,51,55,49,45,40,45,45,25,44,52,44,57,50,59,48,22,29,61,55,59,5,43,35,11,48,31,39,16,2,5,"22,561,610,612,748",,0
475,2559,Troy Bell,1610612763,MEM,23,6,5,1,0.833,5.8,0.7,3,0.222,0,0.7,0,0.5,0.5,1,0.5,0.2,0.7,0.7,1,0.2,0,0.7,1,0,1.8,1.2,3.1,0,0,58,51,64,3,56,55,40,63,41,25,41,41,53,1,38,63,56,32,22,54,55,7,45,5,54,12,57,24,2,5,"25,591,610,612,763",,0
476,101126,Nate Robinson,1610612752,NYK,22,72,21,51,0.292,21.4,3.2,7.8,0.407,0.8,2,0.397,2.1,2.8,0.752,0.8,1.5,2.3,2,1.6,0.8,0,0.6,2.8,2.3,9.3,-1.2,16.1,0,0,14,29,6,75,12,8,8,48,11,13,8,5,4,32,23,28,23,10,5,5,62,9,9,5,8,53,11,23,2,5,"1,011,261,610,612,750",57,0
477,201603,Sonny Weems,1610612743,DEN,22,12,8,4,0.667,4.6,0.7,2.1,0.32,0,0.3,0,0.3,0.7,0.375,0,0.3,0.3,0.3,0.5,0.1,0,0.2,0.7,0.4,1.6,-3.3,2.1,0,0,51,49,53,11,54,55,50,57,34,33,34,53,48,52,58,56,57,49,44,56,53,49,56,54,54,53,56,23,2,5,"2,016,031,610,612,740",,0
478,2754,Tony Allen,1610612738,BOS,23,77,42,35,0.545,16.3,2.4,5,0.475,0.2,0.4,0.387,1.5,2,0.737,1.1,1.8,2.9,0.8,1,1,0.3,0.4,2,0,6.4,1.8,14,0,0,13,8,15,25,23,18,19,17,27,30,10,14,14,21,18,27,23,33,19,7,23,25,23,1,16,4,18,23,2,5,"27,541,610,612,738",108,0
481,1735,Vladimir Stepania,1610612760,SEA,23,23,11,12,0.478,13.5,2.3,5.4,0.424,0,0.1,0,0.9,1.7,0.525,1.2,2.1,3.3,0.5,1.4,0.4,1,0.3,2.5,0.1,5.5,-1.4,13.1,1,0,36,26,36,37,25,17,18,32,37,40,37,31,20,47,14,15,15,32,12,26,6,35,9,1,20,41,17,12,1,5,"17,351,610,612,760",135,0
482,2228,Alton Ford,1610612756,PHX,21,53,27,26,0.509,8.5,1.2,2.2,0.517,0,0,0,0.8,1.1,0.737,0.6,1.4,2,0.1,0.6,0.1,0.1,0.2,1.9,0,3.1,-1.6,5.8,0,0,28,16,28,27,43,42,52,6,34,51,34,31,34,27,41,32,33,61,41,56,41,48,22,5,40,41,48,23,2,5,"22,281,610,612,756",,0
483,2863,Damien Wilkins,1610612760,SEA,25,29,17,12,0.586,17.8,2.5,5.8,0.435,0.6,2,0.271,0.7,1.2,0.618,1,1.3,2.3,0.9,0.6,0.8,0.3,0.2,1.9,0,6.3,-2.9,13.1,0,0,41,27,46,19,18,15,15,29,11,6,26,32,31,45,21,38,30,29,41,15,21,45,26,1,17,60,23,23,2,5,"28,631,610,612,760",148,0
484,201193,Demetris Nichols,1610612741,CHI,23,14,5,9,0.357,3.2,0.4,1.6,0.261,0.2,0.9,0.231,0,0,0,0,0.4,0.4,0.1,0.3,0,0.2,0.1,0.3,0,1.1,-1.4,2,0,0,47,47,43,43,63,58,54,59,19,15,29,59,60,59,59,57,61,59,53,55,28,54,60,61,58,37,61,20,1,5,"2,011,931,610,612,740",,0
485,2124,Malik Allen,1610612748,MIA,24,12,4,8,0.333,13.4,1.8,4.3,0.431,0,0.1,0,0.7,0.8,0.8,1.3,1.9,3.2,0.4,0.2,0.3,0.7,0.3,1.3,0,4.3,-0.9,11.3,1,0,58,58,54,45,31,25,26,25,34,39,34,38,42,9,13,25,22,45,69,45,12,32,34,16,29,33,25,16,2,5,"21,241,610,612,748",130,0
486,101123,Gerald Green,1610612738,BOS,20,32,13,19,0.406,11.7,2.1,4.3,0.478,0.2,0.6,0.3,0.9,1.2,0.784,0.3,1,1.3,0.6,0.7,0.4,0.1,0.1,1.3,0.7,5.2,-1.2,8.5,0,0,41,46,35,51,35,25,27,19,30,35,26,31,35,25,59,53,57,40,36,30,39,76,47,48,26,52,32,23,2,5,"1,011,231,610,612,730",100,0
487,201602,Kyle Weaver,1610612760,OKC,23,56,17,39,0.304,20.8,2,4.4,0.459,0.6,1.7,0.344,0.7,1,0.707,0.6,1.8,2.3,1.8,1.2,0.8,0.4,0.2,1.4,0.9,5.3,-0.8,13.5,0,0,31,34,21,45,18,28,32,27,13,16,19,38,37,34,35,28,29,11,16,8,25,43,38,33,29,29,25,23,2,5,"2,016,021,610,612,760",,0
488,200769,Shannon Brown,1610612739,CLE,21,23,16,7,0.696,8.8,1.2,3.2,0.378,0.3,1.1,0.28,0.4,0.6,0.714,0.3,0.7,0.9,0.4,0.6,0.3,0.1,0.2,1,0.4,3.2,-2.6,5.6,0,0,54,42,62,6,49,43,38,54,25,24,36,54,58,30,62,60,64,44,41,42,39,39,51,69,43,68,49,23,1,5,"2,007,691,610,612,730",147,0
489,200771,Sergio Rodriguez,1610612757,POR,21,67,24,43,0.358,12.9,1.5,3.6,0.423,0.4,1.3,0.282,0.3,0.4,0.808,0.3,1.1,1.4,3.3,1.1,0.5,0,0.2,1.1,0.6,3.7,-1.5,10.7,1,0,15,23,11,49,31,37,33,40,22,18,34,63,67,14,60,43,47,4,11,19,58,48,48,56,39,48,26,14,1,5,"2,007,711,610,612,750",179,0
490,1967,Derek Hood,1610612766,CHH,23,2,1,1,0.5,2,0,1.5,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,-3.5,0.6,0,0,59,58,56,26,60,60,57,60,34,46,34,58,58,58,58,56,58,58,59,57,50,57,59,50,60,53,61,18,4,5,"19,671,610,612,766",,0
491,2573,Maciej Lampe,1610612756,PHX,19,21,9,12,0.429,10.7,2,4.2,0.489,0,0.2,0,0.5,0.6,0.769,0.4,1.7,2.1,0.4,0.7,0.1,0.1,0.1,1.3,0,4.6,-2.7,7.9,0,0,43,47,41,34,40,20,25,7,41,42,41,47,49,22,41,27,31,48,37,56,35,58,39,5,24,58,36,24,2,5,"25,731,610,612,756",,0
492,1434,Dragan Tarlac,1610612741,CHI,28,43,4,39,0.093,13.9,0.9,2.3,0.394,0,0,0,0.6,0.8,0.758,0.9,2,2.8,0.7,0.9,0.2,0.4,0.2,2.2,0,2.4,-4.6,7.8,0,0,29,54,15,66,27,42,45,38,33,51,33,37,44,15,20,15,16,27,22,49,12,51,11,1,41,63,29,11,2,5,"14,341,610,612,741",,0
493,1545,DeJuan Wheat,1610612750,MIN,24,34,17,17,0.5,4.3,0.6,1.5,0.4,0.2,0.5,0.471,0.3,0.4,0.6,0.1,0.2,0.3,0.7,0.3,0.2,0,0.1,0.4,0,1.7,-0.1,3.5,0,0,37,23,36,25,55,53,54,35,19,23,2,53,55,46,62,62,63,34,59,57,56,61,61,19,51,19,54,18,1,5,"15,451,610,612,750",203,0
